id,property_name,avg_price_per_night,guests,bedrooms,beds,baths,reviews,Rating,Ocupação,Receita Bruta
8274616,Minnie Heaven - 4 Miles from Disney,119.00,8.00,4.00,5.00,3.00,45.00,5.00,0.78,33770.71
3323744,Disney vacation home w/4 suites!,110.00,8.00,4.00,5.00,4.00,77.00,5.00,0.81,32488.04
3888457,2 Story 4Bed/4Ba Disney Pool Villa -Golf Shopping,110.00,9.00,4.00,5.00,3.50,71.00,5.00,0.81,32588.42
6569956,Casa Disney,80.00,9.00,4.00,5.00,3.00,46.00,5.00,0.77,22338.00
13417244,"New Townhome 4/3½ near Disney, Universal, Walmart.",125.00,8.00,4.00,5.00,3.50,41.00,5.00,0.77,35321.35
17343622,Family Friendly Close to Disney,100.00,10.00,4.00,5.00,3.00,62.00,5.00,0.84,30629.58
8101253,Beautiful house near Disney Parks !,140.00,10.00,4.00,5.00,4.00,26.00,5.00,0.77,39304.42
14093858,Vista Cay Luxury 4 bedroom Condo (#3080),180.00,8.00,4.00,5.00,2.00,70.00,5.00,0.79,51903.00
23768843,Brand new house close to all!,130.00,8.00,4.00,5.00,3.50,18.00,5.00,0.84,39778.92
17497008,"3080 4 BedTownhouse in Kissimmee, 15 min to Disney",149.00,10.00,4.00,5.00,3.00,51.00,5.00,0.77,42057.73
18789999,"Regal Oaks-Camaro,4brs,Enjoy your private jacuzzi!",105.00,10.00,4.00,5.00,3.50,54.00,5.00,0.81,31202.94
19250227,Regal Oaks Resort Hideaway at Disney Orlando,129.00,9.00,4.00,5.00,3.00,26.00,5.00,0.75,35274.51
14662246,Beautiful and Modern 4 Bedroom Home with Pool!!,130.00,9.00,4.00,5.00,1.50,72.00,5.00,0.78,37011.00
15361238,Spaciacious Pool House Near Disney and Universal,175.00,8.00,4.00,5.00,2.50,35.00,5.00,0.75,47906.25
15535946,"4 Bedroom Villa -Fully Upgraded, Near Disney",99.00,9.00,4.00,5.00,3.00,53.00,5.00,0.79,28365.98
19554226,NEW!!! Modern and spacious family vacation home,180.00,8.00,4.00,5.00,2.50,25.00,5.00,0.83,54640.50
16975215,#3111 Mickey,175.00,8.00,4.00,5.00,3.50,28.00,5.00,0.76,48598.23
17779066,Compass Bay 5124KW - New House Close to Disney,145.00,10.00,4.00,5.00,3.50,36.00,5.00,0.82,43398.50
20000003,MyRental Property 45,169.00,8.00,4.00,5.00,3.00,29.00,5.00,0.83,50941.53
20000004,MyRental Property 44,189.00,8.00,4.00,5.00,3.00,10.00,4.50,0.78,54095.74
20000005,MyRental Property 43,150.00,8.00,4.00,5.00,3.00,4.00,4.50,0.78,42796.25
20000021,MyRental Property 28,159.00,8.00,4.00,5.00,3.00,47.00,5.00,0.82,47491.98
20000023,MyRental Property 26,150.00,8.00,4.00,5.00,3.00,19.00,4.50,0.83,45670.63
20000032,MyRental Property 17,189.00,10.00,4.00,5.00,3.00,52.00,5.00,0.81,55705.39
26275806,Dream House Near Disney,129.00,9.00,4.00,6.00,2.50,26.00,5.00,0.77,36098.50
31509996,SPECIAL OFFER! Storey Lake 4Beds&3Bath+Pool TH4832,149.00,10.00,4.00,6.00,3.00,112.00,5.00,0.77,41876.45
31565768,SPECIAL OFFER! Storey Lake 4Beds&3Bath+Pool 4978,119.00,10.00,4.00,6.00,3.00,44.00,5.00,0.83,36123.44
12977577,"Conservation View, Hot Tub, Very Private",132.00,8.00,4.00,6.00,2.00,23.00,5.00,0.81,39106.10
13583937,SPECIAL OFFER Storey Lake 4Bd&3ba Pool&Lake JH3157,149.00,8.00,4.00,6.00,3.00,71.00,5.00,0.80,43643.96
13597847,SPECIAL OFFER Storey Lake 4Bd&3ba Pool&Lake JP3151,169.00,10.00,4.00,6.00,3.00,61.00,5.00,0.80,49502.21
16241453,Comfort and modernity at your fingertips,135.00,8.00,4.00,6.00,3.00,60.00,5.00,0.74,36627.75
19829852,SPECIAL OFFER Storey Lake 4bed&3bath + Pool FC3056,149.00,8.00,4.00,6.00,3.00,44.00,5.00,0.79,42737.55
21697647,SPECIAL OFFER Storey Lake 4Bd&3Ba+Pool Lake GL4863,149.00,10.00,4.00,6.00,3.00,33.00,5.00,0.80,43734.60
8596601,4B New Home/Pool/Wifi/10Min Disney,139.00,8.00,4.00,6.00,3.00,62.00,5.00,0.78,39657.86
5385993,♥Spacious 5 Stars PvtPool in Disney Area☆No Carpet,116.00,8.00,4.00,6.00,2.00,99.00,5.00,0.78,33095.77
17492179,Gardenia 2331,95.00,10.00,4.00,6.00,3.00,34.00,4.50,0.80,27653.31
19303828,SPECIAL OFFER Storey Lake 4bed&3bath + Pool LV3058,149.00,10.00,4.00,6.00,3.00,41.00,5.00,0.82,44550.38
14931746,M-U-S-T-S-E-E- 4BR with Lake View 5 min from Disney(3155PP),120.00,8.00,4.00,6.00,3.00,30.00,4.50,0.81,35514.50
20653003,SPECIAL OFFER Storey Lake 4Bd&3Ba+Pool Lake CV4905,109.00,11.00,4.00,6.00,3.00,23.00,5.00,0.79,31463.30
26452680,Brand New Storey Lake 4Bdr private pool,149.00,10.00,4.00,6.00,3.00,14.00,4.50,0.83,45366.15
11640495,4802 STOREY LAKE CLOSE TO DISNEY,149.00,9.00,4.00,6.00,3.50,64.00,5.00,0.76,41377.92
15879493,"AMAZING 4Bdrm, Near DISNEY , Private Pool !!",135.00,8.00,4.00,6.00,3.00,26.00,5.00,0.78,38516.63
16087481,Private 4 bedroom pool home 9 miles to Disney,139.00,8.00,4.00,6.00,2.00,43.00,4.50,0.77,38854.55
644892,Spacious Villa near Disney,69.00,8.00,4.00,6.00,3.00,58.00,4.50,0.74,18510.98
30443579,4 Bedroom POOL Home Minutes from All Attractions!,119.00,10.00,4.00,6.00,3.00,5.00,5.00,0.78,33698.32
31388226,SPECIAL OFFER! Storey Lake 4Beds&3Bath+Pool BV4834,149.00,10.00,4.00,6.00,3.00,0.00,5.00,0.83,45320.83
13432035,"Beautiful pool villa, gated community, near Disney",115.00,8.00,4.00,6.00,3.00,61.00,5.00,0.80,33614.98
10588229,"Comfortable 4BR/3B, perfect location! Check it out",69.00,10.00,4.00,6.00,3.00,97.00,5.00,0.83,20882.56
21571069,"4BR Luxury home, Themed rooms -10Minutes to DISNEY",98.00,10.00,4.00,6.00,3.00,52.00,5.00,0.80,28466.96
18734906,SPECIAL OFFER Storey Lake 4bed&3bath +Pool JAG3068,159.00,10.00,4.00,6.00,3.00,39.00,5.00,0.78,45412.39
19310996,NEW! 4 Bedroom/3 Bathroom Storey Lake (3062),93.00,9.00,4.00,6.00,3.00,48.00,5.00,0.77,26024.50
13142180,Spacious home with private pool in gated resort,140.00,10.00,4.00,6.00,3.00,68.00,5.00,0.73,37515.92
20919696,NO AIRBNB FEES! 5 Miles 2 Disney-Free Water Park-B,90.00,10.00,4.00,6.00,3.00,79.00,5.00,0.80,26334.75
22463000,SPECIAL OFFER! Storey Lake 4Beds&3Bath+Pool ME4876,149.00,10.00,4.00,6.00,3.00,39.00,5.00,0.77,42057.73
23562057,SPECIAL OFFER! Storey Lake 4Beds&3Bath+Pool CA4808,149.00,10.00,4.00,6.00,3.00,24.00,5.00,0.79,42964.15
17318001,4 BED TOWNOME IN KISSIMMEE 6 MILES FROM DISNEY!,83.00,9.00,4.00,6.00,3.00,51.00,5.00,0.80,24236.00
27527822,BRAND NEW! NeXt To DiSnEy 4/3 WiTh PrIvAtE PoOl!!,149.00,10.00,4.00,6.00,3.00,13.00,5.00,0.74,40108.94
23340822,"The family’s vacation home, just 5 mins to Disney!",169.00,9.00,4.00,6.00,3.00,28.00,5.00,0.78,48217.11
7005199,Luxurious 4BR PondView Disney Villa,76.00,8.00,4.00,6.00,3.50,40.00,4.50,0.79,22030.18
27680894,"DEAL! 4BR, 2 King Masters,Pool,GameRoom, LOCATION",130.00,9.00,4.00,6.00,3.00,9.00,5.00,0.79,37525.04
17193330,Modern Bellavida Resort Home 4Bed/3bath (900),109.00,8.00,4.00,6.00,3.00,47.00,5.00,0.75,29805.60
10727737,New Home Storey Lake Resorts,136.00,8.00,4.00,6.00,3.00,53.00,5.00,0.79,39422.43
14229112,SPECIAL OFFER Storey Lake 4Bd&3Bath Pool&Lake 3077,159.00,11.00,4.00,6.00,3.00,81.00,5.00,0.77,44735.31
20787656,SPECIAL OFFER Storey Lake 4Bd&3Ba+Pool Lake JM4887,149.00,10.00,4.00,6.00,3.00,45.00,5.00,0.75,40652.79
21163280,Lake Front House Resort Near Disney 4Bd 3Bath,125.00,12.00,4.00,6.00,3.00,22.00,4.50,0.74,33648.44
17956711,"Storey Lake House 6 rooms, pool private",150.00,10.00,4.00,6.00,3.00,32.00,4.50,0.81,44165.00
10772045,SPECIAL OFFER Storey Lake 4Bd3Ba Pool&Lake 4790,129.00,10.00,4.00,6.00,3.00,45.00,5.00,0.84,39512.16
13399092,3177 Great 4 Bedroom w/Clubhouse and Private Pool,109.00,8.00,4.00,6.00,3.00,99.00,5.00,0.81,32192.70
22562267,Magical Mckenna villa,100.00,8.00,4.00,6.00,3.00,21.00,4.50,0.80,29017.50
21026548,SPECIAL OFFER Storey Lake 4Bd&3Ba+Pool Lake IA4885,149.00,10.00,4.00,6.00,3.00,26.00,4.50,0.79,43100.11
21765022,"Storey Lake 4 Bdr, 3 Bth with private splash pool",169.00,10.00,4.00,6.00,3.00,16.00,5.00,0.84,51918.21
17381315,"ST23-CLOSE TO DISNEY,BBQ GRILL,LAKE FRONT,+RESORT!",177.00,8.00,4.00,6.00,3.00,57.00,5.00,0.83,53729.83
2044949,Delightful Family Villa - South Facing Pool,125.00,9.00,4.00,6.00,3.00,29.00,4.50,0.77,35245.31
20415441,Gated Community - Pool and Spa,80.00,8.00,4.00,6.00,3.50,41.00,5.00,0.84,24503.67
21698506,SPECIAL OFFER Storey Lake 4Bd&3Ba+Pool Lake GL4865,149.00,10.00,4.00,6.00,3.00,49.00,5.00,0.74,40063.62
22586999,Villa Abreu - Storey Lake Resort.,148.00,8.00,4.00,6.00,3.00,22.00,5.00,0.77,41325.30
3889184,Close to Disney. Shop Orlando.4 bdr,110.00,9.00,4.00,6.00,3.00,94.00,5.00,0.85,33993.67
27856008,"FreeWaterPark Resort, 5milesToDisney 4b3b",116.00,8.00,4.00,6.00,3.00,29.00,5.00,0.81,34471.82
20769967,SPECIAL OFFER Storey Lake 4Bd&3Ba+Pool Lake JA4907,149.00,10.00,4.00,6.00,3.00,42.00,5.00,0.80,43417.36
10625397,Trendy 4 bedroom pool home,119.00,8.00,4.00,6.00,2.00,54.00,4.50,0.80,34530.83
27168972,SPECIAL OFFER! Storey Lake 4Beds&3Bath+Pool PG4927,149.00,10.00,4.00,6.00,3.00,12.00,5.00,0.81,43870.57
22679598,Casa Condomínio Storey Lake,160.00,8.00,4.00,6.00,3.00,10.00,5.00,0.74,43362.00
12188148,Lightning McQueen's Pit Stop,125.00,8.00,4.00,6.00,2.00,52.00,5.00,0.82,37222.40
5050939,Beautiful Venetian Bay Townhouse,82.00,8.00,4.00,6.00,3.00,66.00,4.50,0.78,23395.28
12954829,SPECIAL OFFER Storey Lake 4Bd&3ba Pool&Lake GL3159,119.00,10.00,4.00,6.00,3.00,44.00,5.00,0.76,32974.40
20651868,SPECIAL OFFER Storey Lake 4Bd&3Ba+Pool Lake LV4899,149.00,10.00,4.00,6.00,3.00,33.00,5.00,0.74,40380.86
23298860,SPECIAL OFFER! Storey Lake 4Beds&3Bath+Pool EV4821,149.00,11.00,4.00,6.00,3.00,35.00,5.00,0.81,44187.81
7732748,NO AIRBNB FEES! 5 Miles 2 Disney-Free Water Park-A,99.00,12.00,4.00,6.00,3.00,214.00,5.00,0.76,27312.04
16535088,4 Bed/3.5 Veranda Palms (2629),99.00,9.00,4.00,6.00,3.50,44.00,5.00,0.75,27191.59
147140,LUXURY 4bd POOL Villa near Disney,86.00,10.00,4.00,6.00,3.50,220.00,4.50,0.76,23830.24
17382311,"ST24- LAKEVIEW, BBQ GRILL + RESORT,CLOSETO DISNEY!",132.00,8.00,4.00,6.00,3.00,27.00,5.00,0.82,39266.70
17383390,"ST26-6 MILES FROM DISNEY, BRAND NEW,LAKE FRONT!!",137.00,8.00,4.00,6.00,3.00,27.00,5.00,0.83,41462.48
1665428,4BED/2BATH LRG LAKE VIEW CONDO - VISTA CAY (1003),199.00,8.00,4.00,6.00,2.00,86.00,5.00,0.80,57926.41
9488794,Fantastic Orlando TownHome,91.00,8.00,4.00,6.00,3.50,68.00,5.00,0.83,27651.49
9729912,"4Bd, 3Ba, Pool, 15 min to Disney",120.00,10.00,4.00,6.00,3.00,46.00,5.00,0.81,35368.50
19239509,Storey Lake 4 bedroom 3 baths private pool MC,159.00,8.00,4.00,6.00,3.00,24.00,5.00,0.78,45315.66
18490436,Gorgeous New 4 Bedroom Townhouse near Disney,160.00,10.00,4.00,6.00,3.00,30.00,5.00,0.82,47596.00
6305833,Comfortable home near Disney,112.00,10.00,4.00,6.00,3.50,118.00,5.00,0.79,32193.00
3414014,Stylish Lakeside Disney Retreat,195.00,10.00,4.00,6.00,3.00,40.00,5.00,0.82,58422.81
19769199,4/3 townhouse in Orlando Resort - DISNEY UNIVERSAL,135.00,8.00,4.00,6.00,3.50,53.00,5.00,0.85,41883.75
14520119,Brand New 4BR Town Home Close to all Parks!! 21,150.00,8.00,4.00,6.00,3.50,69.00,5.00,0.78,42476.88
14628547,Brand New 4BR Home close to parks!! 25,145.00,8.00,4.00,6.00,3.50,44.00,5.00,0.85,44809.83
4029356,Cancelled #03,134.00,8.00,4.00,6.00,3.00,27.00,4.50,0.78,38027.53
13651792,Cancelled #12,133.00,10.00,4.00,6.00,3.00,27.00,5.00,0.82,39725.99
14022539,Cancelled #21,172.00,8.00,4.00,6.00,3.50,6.00,5.00,0.77,48340.60
4537332,4bed/3bath & private pool by Disney,109.00,8.00,4.00,6.00,3.00,120.00,5.00,0.77,30800.22
4777140,4-bedroom Vacation Home near ORLANDO-DISNEY,96.00,8.00,4.00,6.00,3.50,48.00,4.50,0.76,26601.20
5606473,Unique lakefront property 6 acres!,60.00,12.00,4.00,6.00,2.00,133.00,5.00,0.80,17520.00
7965178,Resort Living 4 Bed 3.5 Bath Townhome,106.00,8.00,4.00,6.00,3.50,92.00,5.00,0.85,32725.29
11371001,MAGICAL Lucaya Village Townhome - 4 bdr / 3 bts,75.00,8.00,4.00,6.00,3.00,22.00,5.00,0.79,21512.19
21332427,Orlando Compass Bay Resort ¡VERY CLOSE TO PARKS!,120.00,10.00,4.00,6.00,3.50,29.00,5.00,0.75,32813.50
14820514,"Brand New Amazing Resort, Private Pool, PEQ3141",165.00,8.00,4.00,6.00,3.00,17.00,5.00,0.80,47979.25
8350984,Lakeview Vacation Home with pool,155.00,10.00,4.00,6.00,2.00,33.00,5.00,0.78,44128.50
14229356,Close to Disney 4 beds & 3 Baths +Pool&Lake DS3081,169.00,9.00,4.00,6.00,3.00,28.00,5.00,0.79,48936.77
17847445,Close to Disney 4 Beds & 3 baths + Pool AO3081,169.00,9.00,4.00,6.00,3.00,51.00,5.00,0.79,48833.96
18581965,Close to Disney 4 Beds & 3 baths + Pool JV3069,169.00,10.00,4.00,6.00,3.00,32.00,5.00,0.81,49707.83
21026910,Close to Disney 4 Beds & 3 Baths + Pool FH4882,169.00,8.00,4.00,6.00,3.00,31.00,5.00,0.84,51918.21
21698829,Close to Disney 4 Beds & 3 Baths+Pool&Lake BR4867,169.00,10.00,4.00,6.00,3.00,19.00,5.00,0.76,46932.00
24831614,Close to Disney 4 Beds & 3 Baths+Pool EF4909,169.00,9.00,4.00,6.00,3.00,5.00,5.00,0.79,48628.34
17471667,Lovely Resort 4 BR ★ near Disney & Universal!,104.00,8.00,4.00,6.00,3.00,65.00,5.00,0.81,30747.60
10559886,"BRAND NEW!, private Pool, Free Wifi",135.00,10.00,4.00,6.00,3.00,73.00,5.00,0.77,37859.63
14272960,4 Bedroom/3Bathroom Crystal Cove (4712),129.00,10.00,4.00,6.00,3.00,47.00,5.00,0.77,36176.98
18225096,Lucaya Home Near Disney(4Bed/3Bath)2Ensuites 1-104,149.00,8.00,4.00,6.00,3.00,40.00,5.00,0.78,42239.02
20395556,NEW! 4 Bedroom/3 Bathroom Lucaya Village (25-108),125.00,12.00,4.00,6.00,3.00,26.00,5.00,0.80,36385.94
22024091,NEW! 4 Bedrooms/3 Bathrooms Storey Lake (4853RC),99.00,9.00,4.00,6.00,3.00,24.00,5.00,0.79,28486.43
13825734,"Disney Themed Home, Close To Parks!",170.00,8.00,4.00,6.00,3.00,44.00,5.00,0.78,48657.54
22360041,Adventure Awaits! <5 Miles from Parks! 2 Masters!,93.00,8.00,4.00,6.00,3.00,47.00,5.00,0.81,27608.60
17291190,Destiny Disney,120.00,8.00,4.00,6.00,4.00,32.00,5.00,0.83,36500.00
20655812,Gorgeous Townhome by Disney w/ Private Jacuzzi,140.00,10.00,4.00,6.00,3.00,23.00,5.00,0.81,41178.08
20174192,10Mins UNIVERSAL/DISNEY Private Pool 4BR/8guest,125.00,8.00,4.00,6.00,2.00,20.00,5.00,0.88,40188.02
21232563,Bright & Sunny Resort-Style Home Near Attractions,80.00,8.00,4.00,6.00,3.50,30.00,5.00,0.80,23262.67
23858021,Large pool home 2 miles from Univeral Studios.,199.00,11.00,4.00,6.00,3.00,23.00,5.00,0.83,60226.52
5857872,Highgate Park - 4 bed villa with 30' pool,146.00,8.00,4.00,6.00,3.00,34.00,5.00,0.83,44230.70
8005325,4 Bedroom Priv. Pool/Spa Disney,120.00,10.00,4.00,6.00,2.00,41.00,5.00,0.85,37011.00
12289071,4 BDRM 3 BTH Disney World,155.00,8.00,4.00,6.00,3.00,69.00,5.00,0.79,44552.81
21502688,Gorgeous & Luxury home near Disney KWA132,119.00,10.00,4.00,6.00,3.50,16.00,5.00,0.79,34168.87
15706319,SUNSHINE LAKE VILLA 3 MILES FROM DISNEY,149.00,8.00,4.00,6.00,4.50,16.00,5.00,0.73,39701.05
19054304,Townhouse at Storay Lake near Disney in FL,169.00,8.00,4.00,6.00,3.00,20.00,5.00,0.70,43179.50
20000001,MyRental Property 47,179.00,10.00,4.00,6.00,3.00,3.00,5.00,0.78,50797.96
20000010,MyRental Property 38,149.00,8.00,4.00,6.00,3.00,4.00,4.50,0.79,42737.55
20000017,MyRental Property 32,109.00,8.00,4.00,6.00,3.00,31.00,4.50,0.80,31761.69
20000020,MyRental Property 29,155.00,9.00,4.00,6.00,3.00,8.00,5.00,0.84,47523.00
20000022,MyRental Property 27,159.00,8.00,4.00,6.00,3.00,65.00,4.50,0.78,45170.58
20000024,MyRental Property 25,159.00,10.00,4.00,6.00,3.00,7.00,4.50,0.80,46379.64
20000026,MyRental Property 23,159.00,8.00,4.00,6.00,3.00,10.00,5.00,0.77,44928.76
20000027,MyRental Property 22,129.00,9.00,4.00,6.00,3.50,17.00,4.50,0.77,36294.69
20000029,MyRental Property 20,133.00,10.00,4.00,6.00,3.00,32.00,4.50,0.83,40090.08
20000031,MyRental Property 18,133.00,10.00,4.00,6.00,3.00,22.00,5.00,0.82,40009.17
20000034,MyRental Property 15,159.00,8.00,4.00,6.00,3.00,79.00,5.00,0.79,45750.93
20000035,MyRental Property 14,109.00,8.00,4.00,6.00,3.00,61.00,5.00,0.77,30534.99
20000036,MyRental Property 13,159.00,8.00,4.00,6.00,3.00,20.00,4.50,0.82,47395.25
20000037,MyRental Property 12,109.00,8.00,4.00,6.00,3.00,58.00,5.00,0.76,30070.83
20000038,MyRental Property 11,159.00,8.00,4.00,6.00,3.00,38.00,5.00,0.75,43332.80
20000042,MyRental Property 07,155.00,8.00,4.00,6.00,3.00,30.00,5.00,0.83,46862.96
20000044,MyRental Property 05,133.00,10.00,4.00,6.00,3.00,83.00,5.00,0.78,37865.10
20000048,MyRental Property 01,129.00,8.00,4.00,6.00,3.50,27.00,5.00,0.77,36137.74
983375,Disney w/Pool Villa 4Bed/3Bath,99.00,10.00,4.00,7.00,3.00,42.00,4.50,0.82,29751.15
1089393,"Gated, 4Br/3Ba, 5mi to Disney, free WiFi/Cable TV",79.00,10.00,4.00,7.00,3.00,83.00,4.50,0.71,20593.00
10659478,Home near Disney 4br with pool,135.00,10.00,4.00,7.00,3.00,80.00,5.00,0.77,37900.69
18791709,Terra Verde by the Lake. Enjoy a private pool!,145.00,14.00,4.00,7.00,3.00,85.00,5.00,0.79,42031.27
18716488,Casa De Estrellas,100.00,12.00,4.00,7.00,2.00,45.00,4.50,0.76,27709.58
1754734,"Lakefront,gated 4Br,6mi2Disney, free WiFi/Cable TV",85.00,10.00,4.00,7.00,3.00,87.00,4.50,0.75,23268.75
20400331,Luxury 4BR townhome - Gated resort - DISNEY WORLD,101.00,12.00,4.00,7.00,3.00,74.00,5.00,0.74,27280.10
25180723,Great Family Vacation Home Near Disney,99.00,10.00,4.00,7.00,2.00,34.00,5.00,0.77,27673.39
18140593,A3-Sunny Home in Bella Vida 4 Bedrooms near Disney,153.00,10.00,4.00,7.00,3.00,49.00,5.00,0.77,43186.80
20412348,SPECIAL OFFER Storey Lake 4Bd3Ba Pool Lake JCZ4891,149.00,12.00,4.00,7.00,3.00,54.00,5.00,0.79,42737.55
13757,Venetian Bay Townhouse - 4 Bedrooms,104.00,10.00,4.00,7.00,3.50,52.00,5.00,0.73,27742.43
2525785,Luxury 4 BR Gated Villa 5 Miles to Disney WiFi,83.00,10.00,4.00,7.00,3.00,58.00,4.50,0.79,23882.56
1554966,Orlando Kissimmee home near Disney,125.00,8.00,4.00,7.00,3.00,50.00,5.00,0.81,37108.33
9877959,Villa at Disney Terra Verde Resort,130.00,10.00,4.00,7.00,3.00,78.00,4.50,0.82,38671.75
2215648,"Gated villa, 6 mi to Disney, free WiFi/TV",85.00,10.00,4.00,7.00,3.00,98.00,4.50,0.83,25595.63
18506298,Amazing Decor Townhome SL3078,156.00,10.00,4.00,7.00,3.00,45.00,5.00,0.82,46406.10
13393867,A1- COZY BellaVida 4 Bedrooms/4 Baths near Disney,162.00,12.00,4.00,7.00,4.00,78.00,5.00,0.75,44593.88
1970441,Blue Diamond Close To Disney!,150.00,8.00,4.00,7.00,2.00,69.00,5.00,0.77,42020.63
2074278,4BR/3 bath-near DISNEY-Upgraded-Private Pool★★★,111.00,10.00,4.00,7.00,3.00,110.00,5.00,0.83,33796.26
10729095,Your VIP Home in Orlando - Disney!!,150.00,10.00,4.00,7.00,3.00,38.00,5.00,0.84,46172.50
12436741,★ 1800sqft ★ ClubHouse ★ Pvt Pool ★ 8min to Disney,104.00,8.00,4.00,7.00,3.00,55.00,5.00,0.78,29482.27
7997816,Davenport Florida Close to All Theme Parks; Davenport Florida Close to All Theme Parks,100.00,8.00,4.00,7.00,3.00,73.00,5.00,0.78,28530.83
17779795,New townhouse near Orlando parks,90.00,10.00,4.00,7.00,3.50,63.00,5.00,0.78,25540.88
18525733,Magic Kings House - Just 3 miles from Walt Disney!,169.00,10.00,4.00,7.00,3.00,22.00,5.00,0.78,48319.92
6711443,Casa na Disney Kissimmee,105.00,10.00,4.00,7.00,3.50,53.00,5.00,0.75,28839.56
8081094,New Vacation Pool Home Orlando Area,84.00,10.00,4.00,7.00,3.50,52.00,5.00,0.76,23224.95
22371483,NEW! 4 Bedroom/3 Bathroom Storey Lake (4829RC),165.00,10.00,4.00,7.00,3.00,25.00,5.00,0.81,48832.44
22842354,WATER View 4BR/Elevator/DISNEY Area,99.00,10.00,4.00,7.00,2.00,22.00,5.00,0.74,26619.45
18425467,CASA VACACIONAL EN DISNEY A 5M PARQUES 10 PERS.,113.00,10.00,4.00,7.00,3.50,47.00,5.00,0.80,33030.37
19656899,"Lucaya Village, close to Disney Parks, Outlets.",120.00,10.00,4.00,7.00,3.00,15.00,5.00,0.77,33908.50
23379616,Luxury House 4B/3B near Airport Disney & Lake Nona,109.00,10.00,4.00,7.00,2.50,9.00,5.00,0.77,30568.14
10432579,FULLY FURNISHED 4/3 POOL DISNEY HOME,120.00,10.00,4.00,7.00,2.50,43.00,5.00,0.78,34200.50
20000047,MyRental Property 02,129.00,9.00,4.00,7.00,3.00,40.00,4.50,0.78,36844.01
4355718,Modern 4br at Gated Resort,108.00,12.00,4.00,8.00,3.50,235.00,5.00,0.79,31141.80
19313035,STOREYLAKE! 4/3POOL!GATED!LAZYRIVER,99.00,10.00,4.00,8.00,3.00,57.00,5.00,0.82,29721.04
21596377,LoCaTiOn! LoCaTiOn! - BRAND NEW 4/3 Private Pool!!,139.00,10.00,4.00,8.00,3.00,51.00,5.00,0.75,37966.69
22379401,FANTASTIC MICKEY MOUSE BRAND NEW 4BED PRIVATE POOL,159.00,10.00,4.00,8.00,3.00,30.00,5.00,0.73,42510.64
9973200,Stunning! 4Bedrm/3Ba/Pool/Spa/GmRm/Lake View/Gated,185.00,10.00,4.00,8.00,3.00,22.00,5.00,0.78,52838.31
18776892,NH-18005 Amazing New 4 Bedroom House Near Disney,150.00,10.00,4.00,8.00,3.00,54.00,5.00,0.84,45990.00
8574020,4B/New Home/WiFi/Pool/10 min Disney,145.00,10.00,4.00,8.00,3.50,73.00,5.00,0.77,40531.73
1190056,Luxus Villa Orlando Near Disney,150.00,8.00,4.00,8.00,3.50,55.00,5.00,0.80,43891.25
22656435,"Amazing, Cozy 4BR/3B. This house was made for YOU!",98.00,12.00,4.00,8.00,3.00,51.00,5.00,0.84,29927.57
17211159,4B at Terra Verde Resort with Private pool,100.00,12.00,4.00,8.00,3.00,107.00,5.00,0.78,28378.75
15569611,Best deal in town minutes from Disney Parks,162.00,10.00,4.00,8.00,3.00,42.00,5.00,0.80,47402.55
3238608,"4BVilla Toplocation,10 Min to Disney, Pool, 24hArr",69.00,10.00,4.00,8.00,3.50,159.00,5.00,0.80,20148.00
705837,"Gated villa, 5mi to Disney, sleep 12, free WiFi 71",82.00,12.00,4.00,8.00,3.00,97.00,4.50,0.78,23470.11
9346041,NH-18001 Brand New Townhouse 5 min From Disney,130.00,11.00,4.00,8.00,3.00,86.00,5.00,0.76,36062.00
10884000,Home Sweet Home - Near Disney World - Private pool,137.00,10.00,4.00,8.00,3.00,101.00,5.00,0.80,39962.33
4580517,4 bed house Private pool Like New! 2680,129.00,10.00,4.00,8.00,3.50,27.00,4.50,0.79,37118.68
3692946,DISNEY HOME- Huge 4BR with Private Pool at Bella Vida! (820LF),120.00,12.00,4.00,8.00,3.00,29.00,4.50,0.79,34492.50
13675429,"Gated Resort Sunny 4br by the Pool, Sleeps 12",102.00,12.00,4.00,8.00,3.50,38.00,5.00,0.81,30156.30
2889356,Luxury Home by Disney World Florida,295.00,12.00,4.00,8.00,3.00,50.00,5.00,0.78,84345.42
8065879,⭐ Beautiful 2300 sqft. ⭐ 4BR Villa 6 Mi. to Disney,120.00,10.00,4.00,8.00,2.50,101.00,5.00,0.84,36573.00
19264153,4 Bedroom/3 Bathrooms Crystal Cove (925EG),135.00,10.00,4.00,8.00,2.50,11.00,5.00,0.80,39420.00
21296646,New Large Townhouse Near Disney.,125.00,10.00,4.00,8.00,3.50,31.00,5.00,0.75,34066.67
20000041,MyRental Property 08,150.00,10.00,4.00,8.00,3.00,9.00,5.00,0.78,42796.25
10624178,Welcome to your house in Orlando and Disney area!,123.00,12.00,4.00,9.00,3.00,149.00,5.00,0.81,36514.60
30541201,LAUNCH PRICE! New 4bed/3bath private pool!,99.00,16+,4.00,10.00,3.00,7.00,5.00,0.76,27552.94
17432218,Perfect Home for your Vacation SL4807,156.00,11.00,4.00,10.00,3.00,34.00,4.50,0.75,42752.45
15973953,"BRAND NEWHOME, close to Disney, Free waterpark!",99.00,10.00,4.00,10.00,3.00,64.00,5.00,0.83,29811.38
22854916,Upgraded Family 4 bedroom Villa,85.00,10.00,4.00,10.00,3.00,26.00,5.00,0.76,23708.27
